,symbol,name,area,industry,fullname,enname,cnspell,market,exchange,list_status,list_date,delist_date
1561,300048,合康新能,北京,电气设备,北京合康新能科技股份有限公司,"Hiconics Eco-Energy Technology Co.,Ltd.",hkxn,创业板,SZSE,L,20100120,
1562,300049,福瑞股份,内蒙,医疗保健,内蒙古福瑞医疗科技股份有限公司,"Inner Mongolia Furui Medical Science Co., Ltd.",frgf,创业板,SZSE,L,20100120,
1563,300050,世纪鼎利,广东,通信设备,珠海世纪鼎利科技股份有限公司,"Dingli Corp., Ltd.",sjdl,创业板,SZSE,L,20100120,
1564,300051,三五互联,福建,互联网,厦门三五互联科技股份有限公司,"Xiamen 35.Com Technology Co., Ltd.",swhl,创业板,SZSE,L,20100211,
1565,300052,中青宝,深圳,互联网,深圳中青宝互动网络股份有限公司,"Shenzhen Zqgame Co., Ltd",zqb,创业板,SZSE,L,20100211,
1566,300053,欧比特,广东,半导体,珠海欧比特宇航科技股份有限公司,"Zhuhai Orbita Aerospace Science & Technology Co.,Ltd",obt,创业板,SZSE,L,20100211,
1567,300054,鼎龙股份,湖北,化工原料,湖北鼎龙控股股份有限公司,"Hubei Dinglong CO.,Ltd.",dlgf,创业板,SZSE,L,20100211,
1568,300055,万邦达,北京,环境保护,北京万邦达环保技术股份有限公司,"Beijing Water Business Doctor Co.,Ltd.",wbd,创业板,SZSE,L,20100226,
1569,300056,中创环保,福建,环境保护,厦门中创环保科技股份有限公司,"Xiamen Zhongchuang Environmental Technology Co.,Ltd",zchb,创业板,SZSE,L,20100226,
1570,300057,万顺新材,广东,铝,汕头万顺新材集团股份有限公司,"Shantou Wanshun New Material Group Co., Ltd.",wsxc,创业板,SZSE,L,20100226,
1571,300058,蓝色光标,北京,广告包装,北京蓝色光标数据科技股份有限公司,"Bluefocus Intelligent Communications Group Co., Ltd.",lsgb,创业板,SZSE,L,20100226,
1572,300059,东方财富,上海,证券,东方财富信息股份有限公司,"East Money Information Co., Ltd.",dfcf,创业板,SZSE,L,20100319,
1573,300061,旗天科技,上海,互联网,旗天科技集团股份有限公司,"Qitian Technology Group Co., Ltd.",qtkj,创业板,SZSE,L,20100319,
1574,300062,中能电气,福建,电气设备,中能电气股份有限公司,"Ceepower Co.,Ltd.",zndq,创业板,SZSE,L,20100319,
1575,300063,天龙集团,广东,互联网,广东天龙科技集团股份有限公司,"Guangdong Tloong Technology Group Co.,Ltd",tljt,创业板,SZSE,L,20100326,
1576,300065,海兰信,北京,船舶,北京海兰信数据科技股份有限公司,"Beijing Highlander Digital Technology Co.,Ltd.",hlx,创业板,SZSE,L,20100326,
1577,300066,三川智慧,江西,电器仪表,三川智慧科技股份有限公司,"Sanchuan Wisdom Technology Co.,Ltd.",sczh,创业板,SZSE,L,20100326,
1578,300067,安诺其,上海,染料涂料,上海安诺其集团股份有限公司,"Shanghai Anoky Group Co., Ltd",anq,创业板,SZSE,L,20100421,
1579,300068,南都电源,浙江,电气设备,浙江南都电源动力股份有限公司,"Zhejiang Narada Power Source Co.,Ltd.",nddy,创业板,SZSE,L,20100421,
1580,300069,金利华电,山西,电气设备,金利华电气股份有限公司,"Jinlihua Electric Co., Ltd.",jlhd,创业板,SZSE,L,20100421,
1581,300070,碧水源,北京,环境保护,北京碧水源科技股份有限公司,"Beijing Originwater Technology Co.,Ltd.",bsy,创业板,SZSE,L,20100421,
1582,300071,福石控股,北京,广告包装,北京福石控股发展股份有限公司,Fs Development Investment Holdings,fskg,创业板,SZSE,L,20100421,
1583,300072,海新能科,北京,环境保护,北京海新能源科技股份有限公司,"Beijing Haixin Energy Technology Co., Ltd.",hxnk,创业板,SZSE,L,20100427,
1584,300073,当升科技,北京,电气设备,北京当升材料科技股份有限公司,"Beijing Easpring Material Technology Co., Ltd.",dskj,创业板,SZSE,L,20100427,
1585,300074,华平股份,上海,软件服务,华平信息技术股份有限公司,"Avcon Information Technology Co.,Ltd",hpgf,创业板,SZSE,L,20100427,
1586,300075,数字政通,北京,软件服务,北京数字政通科技股份有限公司,"Beijing Egova Co.,Ltd.",szzt,创业板,SZSE,L,20100427,
1587,300076,GQY视讯,浙江,IT设备,宁波GQY视讯股份有限公司,"Ningbo Gqy Video & Telecom Joint-Stock Co., Ltd.",gqysx,创业板,SZSE,L,20100430,
1588,300077,国民技术,深圳,半导体,国民技术股份有限公司,Nations Technologies Inc.,gmjs,创业板,SZSE,L,20100430,
1589,300078,思创医惠,浙江,软件服务,思创医惠科技股份有限公司,"Hangzhou Century Co.,Ltd",scyh,创业板,SZSE,L,20100430,
1590,300079,数码视讯,北京,通信设备,北京数码视讯科技股份有限公司,"Sumavision Technologies Co., Ltd.",smsx,创业板,SZSE,L,20100430,
1591,300080,易成新能,河南,电气设备,河南易成新能源股份有限公司,"Henan Yicheng New Energy Co., Ltd.",ycxn,创业板,SZSE,L,20100625,
1592,300081,恒信东方,北京,文教休闲,恒信东方文化股份有限公司,"Hengxin Shambala Culture Co.,Ltd.",hxdf,创业板,SZSE,L,20100520,
1593,300082,奥克股份,辽宁,化工原料,辽宁奥克化学股份有限公司,"Liaoning Oxiranchem,Inc",akgf,创业板,SZSE,L,20100520,
1594,300083,创世纪,广东,机床制造,广东创世纪智能装备集团股份有限公司,Guangdong Create Century Intelligent Equipment Group Corporation Limited,csj,创业板,SZSE,L,20100520,
1595,300084,海默科技,甘肃,专用机械,海默科技(集团)股份有限公司,Haimo Technologies Group Corp.,hmkj,创业板,SZSE,L,20100520,
1596,300085,银之杰,深圳,软件服务,深圳市银之杰科技股份有限公司,"Shenzhen Infogem Technologies Co., Ltd.",yzj,创业板,SZSE,L,20100526,
1597,300086,康芝药业,海南,化学制药,康芝药业股份有限公司,"Honz Pharmaceutical Co., Ltd.",kzyy,创业板,SZSE,L,20100526,
1598,300087,荃银高科,安徽,种植业,安徽荃银高科种业股份有限公司,"Winall Hi-Tech Seed Co., Ltd.",qygk,创业板,SZSE,L,20100526,
1599,300088,长信科技,安徽,元器件,芜湖长信科技股份有限公司,"Wuhu Token Sciences Co.,Ltd",cxkj,创业板,SZSE,L,20100526,
1600,300089,文化退,,,广东文化长城集团股份有限公司,"The Great Wall of Culture Group Holding Co.,Ltd. Guangdong",wht,创业板,SZSE,L,20100625,
1601,300091,金通灵,江苏,机械基件,金通灵科技集团股份有限公司,"Jin Tong Ling Technology Group Co.,Ltd",jtl,创业板,SZSE,L,20100625,
1602,300092,科新机电,四川,专用机械,四川科新机电股份有限公司,"Sichuan Kexin Mechanical and Electrical Equipment Co.,Ltd",kxjd,创业板,SZSE,L,20100708,
1603,300093,金刚光伏,甘肃,电气设备,甘肃金刚光伏股份有限公司,"Gansu Golden Solar Co., Ltd",jggf,创业板,SZSE,L,20100708,
1604,300094,国联水产,广东,渔业,湛江国联水产开发股份有限公司,"Zhanjiang Guolian Aquatic Products Co.,Ltd",glsc,创业板,SZSE,L,20100708,
1605,300095,华伍股份,江西,电气设备,江西华伍制动器股份有限公司,"Jiangxi Huawu Brake Co., Ltd.",hwgf,创业板,SZSE,L,20100728,
1606,300096,易联众,福建,软件服务,易联众信息技术股份有限公司,"Ylz Information Technology Co.,Ltd",ylz,创业板,SZSE,L,20100728,
1607,300097,智云股份,辽宁,专用机械,大连智云自动化装备股份有限公司,"Dalian Zhiyun Automation Co.,Ltd.",zygf,创业板,SZSE,L,20100728,
1608,300098,高新兴,广东,软件服务,高新兴科技集团股份有限公司,"Gosuncn Technology Group Co., Ltd.",gxx,创业板,SZSE,L,20100728,
1609,300099,精准信息,山东,电器仪表,尤洛卡精准信息工程股份有限公司,"Uroica Precision Information Engineering Co.,Ltd",jzxx,创业板,SZSE,L,20100806,
1610,300100,双林股份,浙江,汽车服务,宁波双林汽车部件股份有限公司,"Ningbo Shuanglin Auto Parts Co.,Ltd.",slgf,创业板,SZSE,L,20100806,
1611,300101,振芯科技,四川,通信设备,成都振芯科技股份有限公司,"Chengdu Corpro Technology Co.,Ltd.",zxkj,创业板,SZSE,L,20100806,
1612,300102,乾照光电,福建,半导体,厦门乾照光电股份有限公司,"Xiamen Changelight Co., Ltd.",qzgd,创业板,SZSE,L,20100812,
1613,300103,达刚控股,陕西,环境保护,达刚控股集团股份有限公司,"Dagang Holding Group Co.,Ltd.",dgkg,创业板,SZSE,L,20100812,
1614,300105,龙源技术,山东,电器仪表,烟台龙源电力技术股份有限公司,"Yantai Longyuan Power Technology Co., Ltd.",lyjs,创业板,SZSE,L,20100820,
1615,300106,西部牧业,新疆,乳制品,新疆西部牧业股份有限公司,"Xinjiang Western Animal Husbandry Co.,Ltd",xbmy,创业板,SZSE,L,20100820,
1616,300107,建新股份,河北,化工原料,河北建新化工股份有限公司,"Hebei Jianxin Chemical Co., Ltd.",jxgf,创业板,SZSE,L,20100820,
1617,300108,*ST吉药,吉林,中成药,吉药控股集团股份有限公司,"Ji Yao Holding Group Co., Ltd.",stjy,创业板,SZSE,L,20100825,
1618,300109,新开源,河南,化工原料,博爱新开源医疗科技集团股份有限公司,Boai Nky Medical Holdings Ltd.,xky,创业板,SZSE,L,20100825,
1619,300110,华仁药业,山东,化学制药,华仁药业股份有限公司,"Huaren Pharmaceutical Co., Ltd.",hryy,创业板,SZSE,L,20100825,
1620,300111,向日葵,浙江,化学制药,浙江向日葵大健康科技股份有限公司,Zhejiang Sunflower Great Health Limited Liability Company,xrk,创业板,SZSE,L,20100827,
1621,300112,万讯自控,深圳,电器仪表,深圳万讯自控股份有限公司,"Shenzhen Maxonic Automation Control Co.,Ltd.",wxzk,创业板,SZSE,L,20100827,
1622,300113,顺网科技,浙江,互联网,杭州顺网科技股份有限公司,"Hangzhou Shunwang Technology Co,Ltd",swkj,创业板,SZSE,L,20100827,
1623,300114,中航电测,陕西,电器仪表,中航电测仪器股份有限公司,"Zhonghang Electronic Measuring Instruments Co.,Ltd",zhdc,创业板,SZSE,L,20100827,
1624,300115,长盈精密,深圳,元器件,深圳市长盈精密技术股份有限公司,Shenzhen Everwin Precision Technology Co.Ltd,cyjm,创业板,SZSE,L,20100902,
1625,300116,保力新,陕西,电气设备,保力新能源科技股份有限公司,"Blivex Energy Technology Co.,Ltd",blx,创业板,SZSE,L,20100902,
1626,300117,嘉寓股份,北京,电气设备,嘉寓控股股份公司,"Jiayu Holding Co.,Ltd.",jygf,创业板,SZSE,L,20100902,
1627,300118,东方日升,浙江,电气设备,东方日升新能源股份有限公司,"Risen Energy Co., Ltd.",dfrs,创业板,SZSE,L,20100902,
1628,300119,瑞普生物,天津,农业综合,天津瑞普生物技术股份有限公司,"Tianjin Ringpu Bio-Technology Co.,Ltd.",rpsw,创业板,SZSE,L,20100917,
1629,300120,经纬辉开,天津,元器件,天津经纬辉开光电股份有限公司,"Tianjin Jingwei Huikai Optoelectronic Co.,Ltd.",jwhk,创业板,SZSE,L,20100917,
1630,300121,阳谷华泰,山东,化工原料,山东阳谷华泰化工股份有限公司,"Shandong Yanggu Huatai Chemical Co.,Ltd.",yght,创业板,SZSE,L,20100917,
1631,300122,智飞生物,重庆,生物制药,重庆智飞生物制品股份有限公司,"Chongqing Zhifei Biological Products Co.,Ltd.",zfsw,创业板,SZSE,L,20100928,
1632,300123,亚光科技,湖南,半导体,亚光科技集团股份有限公司,Yaguang Technology Group Company Limited,ygkj,创业板,SZSE,L,20100928,
1633,300124,汇川技术,深圳,电器仪表,深圳市汇川技术股份有限公司,"Shenzhen Inovance Technology Co., Ltd",hcjs,创业板,SZSE,L,20100928,
1634,300125,聆达股份,辽宁,电气设备,聆达集团股份有限公司,"Lingda Group Co.,Ltd.",ldgf,创业板,SZSE,L,20101013,
1635,300126,锐奇股份,上海,轻工机械,锐奇控股股份有限公司,"Ken Holding Co., Ltd.",rqgf,创业板,SZSE,L,20101013,
1636,300127,银河磁体,四川,矿物制品,成都银河磁体股份有限公司,"Chengdu Galaxy Magnets Co.,Ltd.",yhct,创业板,SZSE,L,20101013,
1637,300128,锦富技术,江苏,元器件,苏州锦富技术股份有限公司,"Suzhou Jinfu Technology Co., Ltd.",jfjs,创业板,SZSE,L,20101013,
1638,300129,泰胜风能,上海,电气设备,上海泰胜风能装备股份有限公司,"Shanghai Taisheng Wind Power Equipment Co., Ltd.",tsfn,创业板,SZSE,L,20101019,
1639,300130,新国都,深圳,IT设备,深圳市新国都股份有限公司,Xgd Inc.,xgd,创业板,SZSE,L,20101019,
1640,300131,英唐智控,深圳,元器件,深圳市英唐智能控制股份有限公司,"Shenzhen Yitoa Intelligent Control CO.,LTD.",ytzk,创业板,SZSE,L,20101019,
1641,300132,青松股份,福建,化工原料,福建青松股份有限公司,"Fujian Green Pine Co., Ltd",qsgf,创业板,SZSE,L,20101026,
1642,300133,华策影视,浙江,影视音像,浙江华策影视股份有限公司,"Zhejiang Huace Film & Tv Co., Ltd.",hcys,创业板,SZSE,L,20101026,
1643,300134,大富科技,安徽,通信设备,大富科技(安徽)股份有限公司,"Anhui Tatfook Technology Co.,Ltd",dfkj,创业板,SZSE,L,20101026,
1644,300135,宝利国际,江苏,化工原料,江苏宝利国际投资股份有限公司,"Jiangsu Baoli International Investment Co., Ltd.",blgj,创业板,SZSE,L,20101026,
1645,300136,信维通信,深圳,元器件,深圳市信维通信股份有限公司,"Shenzhen Sunway Communication Co., Ltd",xwtx,创业板,SZSE,L,20101105,
1646,300137,先河环保,河北,环境保护,河北先河环保科技股份有限公司,"Hebei Sailhero Environmental Protection High-Tech Co.,Ltd.",xhhb,创业板,SZSE,L,20101105,
1647,300138,晨光生物,河北,食品,晨光生物科技集团股份有限公司,"Chenguang Biotech Group Co.,Ltd.",cgsw,创业板,SZSE,L,20101105,
1648,300139,晓程科技,北京,黄金,北京晓程科技股份有限公司,"Beijing Xiaocheng Technology Stock Co., Ltd",xckj,创业板,SZSE,L,20101112,
1649,300140,中环装备,陕西,环境保护,中节能环保装备股份有限公司,"Cecep Environmental Protection Equipment Co.,Ltd.",zhzb,创业板,SZSE,L,20101112,
1650,300141,和顺电气,江苏,电气设备,苏州工业园区和顺电气股份有限公司,"Suzhou Industrial Park Heshun Electric Co., Ltd.",hsdq,创业板,SZSE,L,20101112,
1651,300142,沃森生物,云南,生物制药,云南沃森生物技术股份有限公司,"Walvax Biotechnology Co.,Ltd.",wssw,创业板,SZSE,L,20101112,
1652,300143,盈康生命,山东,医疗保健,盈康生命科技股份有限公司,"Inkon Life Technology Co., Ltd.",yksm,创业板,SZSE,L,20101209,
1653,300144,宋城演艺,浙江,旅游景点,宋城演艺发展股份有限公司,"Songcheng Performance Development Co.,Ltd",scyy,创业板,SZSE,L,20101209,
1654,300145,中金环境,浙江,机械基件,南方中金环境股份有限公司,"Nanfang Zhongjin Environment Co., Ltd.",zjhj,创业板,SZSE,L,20101209,
1655,300146,汤臣倍健,广东,食品,汤臣倍健股份有限公司,"By-Health Co.,Ltd",tcbj,创业板,SZSE,L,20101215,
1656,300147,香雪制药,广东,中成药,广州市香雪制药股份有限公司,"Xiang Xue Pharmaceutical Co., Ltd.",xxzy,创业板,SZSE,L,20101215,
1657,300148,天舟文化,湖南,互联网,天舟文化股份有限公司,"Tangel Culture Co., Ltd.",tzwh,创业板,SZSE,L,20101215,
1658,300149,睿智医药,广东,生物制药,睿智医药科技股份有限公司,"Chempartner Pharmatech Co.,Ltd.",rzyy,创业板,SZSE,L,20101222,
1659,300150,世纪瑞尔,北京,软件服务,北京世纪瑞尔技术股份有限公司,"Beijing Century Real Technology Co.,Ltd",sjre,创业板,SZSE,L,20101222,
1660,300151,昌红科技,深圳,专用机械,深圳市昌红科技股份有限公司,"Shenzhen Changhong Technology Co.,Ltd.",chkj,创业板,SZSE,L,20101222,
1661,300152,新动力,河北,环境保护,雄安新动力科技股份有限公司,"Xiong'an New Power Technology Co.,Ltd.",xdl,创业板,SZSE,L,20101229,
1662,300153,科泰电源,上海,电气设备,上海科泰电源股份有限公司,"Shanghai Cooltech Power Co.,Ltd.",ktdy,创业板,SZSE,L,20101229,
1663,300154,瑞凌股份,深圳,机械基件,深圳市瑞凌实业集团股份有限公司,"Shenzhen Riland Industry Group Co.,Ltd",rlgf,创业板,SZSE,L,20101229,
1664,300155,安居宝,广东,IT设备,广东安居宝数码科技股份有限公司,"Guangdong Anjubao Digital Technology Co.,Ltd.",ajb,创业板,SZSE,L,20110107,
1665,300157,恒泰艾普,北京,石油开采,恒泰艾普集团股份有限公司,"Landocean Energy Services Co.,Ltd",htap,创业板,SZSE,L,20110107,
1666,300158,振东制药,山西,化学制药,山西振东制药股份有限公司,"Shanxi Zhendong Pharmaceutical Co.,Ltd",zdzy,创业板,SZSE,L,20110107,
1667,300159,ST新研,新疆,航空,新疆机械研究院股份有限公司,"Xinjiang Machinery Research Institute Co., Ltd",stxy,创业板,SZSE,L,20110107,
1668,300160,秀强股份,江苏,家用电器,江苏秀强玻璃工艺股份有限公司,"Jiangsu Xiuqiang Glasswork Co., Ltd.",xqgf,创业板,SZSE,L,20110113,
1669,300161,华中数控,湖北,机床制造,武汉华中数控股份有限公司,"Wuhan Huazhong Numerical Control Co.,Ltd.",hzsk,创业板,SZSE,L,20110113,
1670,300162,雷曼光电,深圳,元器件,深圳雷曼光电科技股份有限公司,"Ledman Optoelectronic Co.,Ltd",lmgd,创业板,SZSE,L,20110113,
1671,300163,先锋新材,浙江,其他建材,宁波先锋新材料股份有限公司,"Ningbo Xianfeng New Material Co.,Ltd",xfxc,创业板,SZSE,L,20110113,
1672,300164,通源石油,陕西,石油开采,通源石油科技集团股份有限公司,Tong Petrotech Corp.,tysy,创业板,SZSE,L,20110113,
1673,300165,天瑞仪器,江苏,电器仪表,江苏天瑞仪器股份有限公司,"Jiangsu Skyray Instrument Co.,Ltd.",tryq,创业板,SZSE,L,20110125,
1674,300166,东方国信,北京,软件服务,北京东方国信科技股份有限公司,Business-Intelligence of Oriental Nations Corporation Ltd.,dfgx,创业板,SZSE,L,20110125,
1675,300167,ST迪威迅,深圳,软件服务,深圳市迪威迅股份有限公司,"Shenzhen Dvision Co.,Ltd.",stdwx,创业板,SZSE,L,20110125,
1676,300168,万达信息,上海,软件服务,万达信息股份有限公司,"Wonders Information Co., Ltd",wdxx,创业板,SZSE,L,20110125,
1677,300169,天晟新材,江苏,塑料,常州天晟新材料股份有限公司,"Changzhou Tiansheng New Materials Co., Ltd.",tsxc,创业板,SZSE,L,20110125,
1678,300170,汉得信息,上海,软件服务,上海汉得信息技术股份有限公司,"Hand Enterprise Solutions Co.,Ltd.",hdxx,创业板,SZSE,L,20110201,
1679,300171,东富龙,上海,医疗保健,东富龙科技集团股份有限公司,"Tofflon Science and Technology Group Co., Ltd.",dfl,创业板,SZSE,L,20110201,
1680,300172,中电环保,江苏,环境保护,中电环保股份有限公司,"Cec Environmental Protection Co.,Ltd",zdhb,创业板,SZSE,L,20110201,
1681,300173,福能东方,广东,轻工机械,福能东方装备科技股份有限公司,"Funeng Oriental Equipment Technology Co.,Ltd",fndf,创业板,SZSE,L,20110201,
1682,300174,元力股份,福建,化工原料,福建元力活性炭股份有限公司,"Fujian Yuanli Active Carbon Co.,Ltd.",ylgf,创业板,SZSE,L,20110201,
1683,300175,朗源股份,山东,食品,朗源股份有限公司,"Lontrue Co.,Ltd.",lygf,创业板,SZSE,L,20110215,
1684,300176,派生科技,广东,汽车配件,广东派生智能科技股份有限公司,"Guangdong Paisheng Intelligent Technology Co.,Ltd",pskj,创业板,SZSE,L,20110215,
1685,300177,中海达,广东,通信设备,广州中海达卫星导航技术股份有限公司,"Guangzhou Hi-Target Navigation Tech Co.,Ltd.",zhd,创业板,SZSE,L,20110215,
1686,300179,四方达,河南,矿物制品,河南四方达超硬材料股份有限公司,"Sf Diamond Co.,Ltd",sfd,创业板,SZSE,L,20110215,
1687,300180,华峰超纤,上海,化纤,上海华峰超纤科技股份有限公司,"Huafon Microfibre(Shanghai)Co., Ltd.",hfcx,创业板,SZSE,L,20110222,
1688,300181,佐力药业,浙江,中成药,浙江佐力药业股份有限公司,"Zhejiang Jolly Pharmaceutical Co., Ltd",zlyy,创业板,SZSE,L,20110222,
1689,300182,捷成股份,北京,影视音像,北京捷成世纪科技股份有限公司,"Beijing Jetsen Technology Co., Ltd",jcgf,创业板,SZSE,L,20110222,
1690,300183,东软载波,山东,通信设备,青岛东软载波科技股份有限公司,"Qingdao Eastsoft Communication Technology Co.,Ltd.",drzb,创业板,SZSE,L,20110222,
1691,300184,力源信息,湖北,元器件,武汉力源信息技术股份有限公司,"Wuhan P&S Information Technology Co.,Ltd.",lyxx,创业板,SZSE,L,20110222,
1692,300185,通裕重工,山东,工程机械,通裕重工股份有限公司,"Tongyu Heavy Industry Co., Ltd.",tyzg,创业板,SZSE,L,20110308,
1693,300187,永清环保,湖南,环境保护,永清环保股份有限公司,"Yonker Environmental Protection Co.,Ltd.",yqhb,创业板,SZSE,L,20110308,
1694,300188,美亚柏科,福建,软件服务,厦门市美亚柏科信息股份有限公司,"Xiamen Meiya Pico Information Co., Ltd.",mybk,创业板,SZSE,L,20110316,
1695,300189,神农科技,海南,种植业,海南神农科技股份有限公司,"Hainan Shennong Technology Co.,Ltd",snkj,创业板,SZSE,L,20110316,
1696,300190,维尔利,江苏,环境保护,维尔利环保科技集团股份有限公司,"Welle Environmental Group Co.,Ltd",wel,创业板,SZSE,L,20110316,
1697,300191,潜能恒信,北京,石油开采,潜能恒信能源技术股份有限公司,"Sino Geophysical Co., Ltd",qnhx,创业板,SZSE,L,20110316,
1698,300192,科德教育,江苏,文教休闲,苏州科德教育科技股份有限公司,"Suzhou Kingswood Education Technology Co.,Ltd.",kdjy,创业板,SZSE,L,20110322,
1699,300193,佳士科技,深圳,专用机械,深圳市佳士科技股份有限公司,"Shenzhen Jasic Technology Co.,Ltd.",jskj,创业板,SZSE,L,20110322,
1700,300194,福安药业,重庆,化学制药,福安药业(集团)股份有限公司,"Fuan Pharmaceutical (Group) Co.,Ltd.",fayy,创业板,SZSE,L,20110322,
1701,300195,长荣股份,天津,轻工机械,天津长荣科技集团股份有限公司,"Masterwork Group Co., Ltd.",crgf,创业板,SZSE,L,20110329,
1702,300196,长海股份,江苏,玻璃,江苏长海复合材料股份有限公司,"Jiangsu Changhai Composite Materials Co.,Ltd",chgf,创业板,SZSE,L,20110329,
1703,300197,节能铁汉,深圳,环境保护,中节能铁汉生态环境股份有限公司,"Cecep Techand Ecology&Environment Co.,Ltd.",jnth,创业板,SZSE,L,20110329,
1704,300198,纳川股份,福建,塑料,福建纳川管材科技股份有限公司,"Fujian Superpipe Co., Ltd.",ncgf,创业板,SZSE,L,20110407,
1705,300199,翰宇药业,深圳,化学制药,深圳翰宇药业股份有限公司,"Hybio Pharmaceutical Co., Ltd.",hyyy,创业板,SZSE,L,20110407,
1706,300200,高盟新材,北京,化工原料,北京高盟新材料股份有限公司,"Beijing Comens New Materials Co., Ltd.",gmxc,创业板,SZSE,L,20110407,
1707,300201,海伦哲,江苏,工程机械,徐州海伦哲专用车辆股份有限公司,"Xuzhou Handler Special Vehicle Co., Ltd",hlz,创业板,SZSE,L,20110407,
1708,300203,聚光科技,浙江,环境保护,聚光科技(杭州)股份有限公司,"Focused Photonics (Hangzhou), Inc.",jgkj,创业板,SZSE,L,20110415,
1709,300204,舒泰神,北京,生物制药,舒泰神(北京)生物制药股份有限公司,"Staidson (Beijing) Biopharmaceuticals Co., Ltd.",sts,创业板,SZSE,L,20110415,
1710,300205,天喻信息,湖北,通信设备,武汉天喻信息产业股份有限公司,"Wuhan Tianyu Information Industry Co.,Ltd.",tyxx,创业板,SZSE,L,20110421,
1711,300206,理邦仪器,深圳,医疗保健,深圳市理邦精密仪器股份有限公司,"Edan Instruments, Inc.",lbyq,创业板,SZSE,L,20110421,
1712,300207,欣旺达,深圳,电气设备,欣旺达电子股份有限公司,"Sunwoda Electronic Co.,Ltd",xwd,创业板,SZSE,L,20110421,
1713,300208,青岛中程,山东,电气设备,青岛中资中程集团股份有限公司,"Qingdao Zhongzi Zhongcheng Group Co.,Ltd.",qdzc,创业板,SZSE,L,20110426,
1714,300209,ST有棵树,湖南,互联网,有棵树科技股份有限公司,"Youkeshu Technology Co.,Ltd.",styks,创业板,SZSE,L,20110426,
1715,300210,森远股份,辽宁,专用机械,鞍山森远路桥股份有限公司,"Anshan Senyuan Road & Bridge Co.,Ltd",sygf,创业板,SZSE,L,20110426,
1716,300211,亿通科技,江苏,通信设备,江苏亿通高科技股份有限公司,"Jiangsu Yitong High-Tech Co.,Ltd.",ytkj,创业板,SZSE,L,20110505,
1717,300212,易华录,北京,软件服务,北京易华录信息技术股份有限公司,"Beijing E-Hualu Information Technology Co.,Ltd",yhl,创业板,SZSE,L,20110505,
1718,300213,佳讯飞鸿,北京,通信设备,北京佳讯飞鸿电气股份有限公司,"Beijing Jiaxun Feihong Electrical Co.,Ltd",jxfh,创业板,SZSE,L,20110505,
1719,300214,日科化学,山东,化工原料,山东日科化学股份有限公司,"Shandong Rike Chemical Co.,Ltd.",rkhx,创业板,SZSE,L,20110511,
1720,300215,电科院,江苏,电气设备,苏州电器科学研究院股份有限公司,"Suzhou Electrical Apparatus Science Academy Co.,Ltd.",dky,创业板,SZSE,L,20110511,
1721,300217,东方电热,江苏,家用电器,镇江东方电热科技股份有限公司,"Zhenjiang Dongfang Electric Heating Technology Co., Ltd",dfdr,创业板,SZSE,L,20110518,
1722,300218,安利股份,安徽,塑料,安徽安利材料科技股份有限公司,"Anhui Anli Material Technology Co., Ltd.",algf,创业板,SZSE,L,20110518,
1723,300219,鸿利智汇,广东,元器件,鸿利智汇集团股份有限公司,"Hongli Zhihui Group Co.,Ltd.",hlzh,创业板,SZSE,L,20110518,
1724,300220,ST金运,湖北,专用机械,武汉金运激光股份有限公司,"Wuhan Golden Laser Co.,Ltd",stjy,创业板,SZSE,L,20110525,
1725,300221,银禧科技,广东,塑料,广东银禧科技股份有限公司,"Guangdong Silver Age Sci & Tech Co.,Ltd.",yxkj,创业板,SZSE,L,20110525,
1726,300222,科大智能,上海,电气设备,科大智能科技股份有限公司,"Csg Smart Science&Technology Co.,Ltd.",kdzn,创业板,SZSE,L,20110525,
1727,300223,北京君正,北京,半导体,北京君正集成电路股份有限公司,"Ingenic Semiconductor Co., Ltd.",bjjz,创业板,SZSE,L,20110531,
1728,300224,正海磁材,山东,矿物制品,烟台正海磁性材料股份有限公司,"Yantai Zhenghai Magnetic Material Co.,Ltd.",zhcc,创业板,SZSE,L,20110531,
1729,300225,金力泰,上海,染料涂料,上海金力泰化工股份有限公司,"Shanghai Kinlita Chemical Co., Ltd.",jlt,创业板,SZSE,L,20110531,
1730,300226,上海钢联,上海,互联网,上海钢联电子商务股份有限公司,"Shanghai Ganglian E-Commerce Holdings Co.,Ltd.",shgl,创业板,SZSE,L,20110608,
1731,300227,光韵达,深圳,专用机械,深圳光韵达光电科技股份有限公司,"Shenzhen Sunshine Laser & Electronics Technology Co., Ltd.",gyd,创业板,SZSE,L,20110608,
1732,300228,富瑞特装,江苏,化工机械,张家港富瑞特种装备股份有限公司,"Zhangjiagang Furui Special Equipment Co.,Ltd.",frtz,创业板,SZSE,L,20110608,
1733,300229,拓尔思,北京,软件服务,拓尔思信息技术股份有限公司,"Trs Information Technology Co., Ltd.",tes,创业板,SZSE,L,20110615,
1734,300230,永利股份,上海,塑料,上海永利带业股份有限公司,"Shanghai Yongli Belting Co., Ltd",ylgf,创业板,SZSE,L,20110615,
1735,300231,银信科技,北京,软件服务,北京银信长远科技股份有限公司,"Beijing Trust&Far Technology Co., Ltd",yxkj,创业板,SZSE,L,20110615,
1736,300232,洲明科技,深圳,元器件,深圳市洲明科技股份有限公司,"Unilumin Group Co., Ltd",zmkj,创业板,SZSE,L,20110622,
